alert_id,rule_id,customer_key,date_key,calendar_date,trigger_amount,trigger_txn_count,detail,score,score_percentile,tier,priority,split,is_true_positive,reason_1,reason_2,reason_3,top_mitigant
R004-1682-37,R004,1682,37,2025-10-08,15458.74,1.0,wire activity with high-risk jurisdiction: XD,0.0720329423202805,0.8133,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,7-day high-risk jurisdiction count
R004-1682-40,R004,1682,40,2025-10-11,9729.46,1.0,wire activity with high-risk jurisdiction: XD,0.0272180780461134,0.7452,T2_five_day,review,train,0,cash-intensive business type,90-day out-of-hours transaction count,30-day largest transaction,7-day high-risk jurisdiction count
R004-1682-78,R004,1682,78,2025-11-18,20829.55,1.0,wire activity with high-risk jurisdiction: XD,0.0007350507638402,0.3959,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R004-1682-87,R004,1682,87,2025-11-27,12884.24,1.0,wire activity with high-risk jurisdiction: XD,0.0104009975221174,0.6604,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,home province QC,30-day volume vs 90-day run rate
R004-1682-147,R004,1682,147,2026-01-26,11748.09,1.0,wire activity with high-risk jurisdiction: XD,0.001935921732126,0.496,T3_thirty_day,review,valid,0,cash-intensive business type,30-day largest transaction,home province QC,share of 30-day credits arriving as cash
R004-1682-149,R004,1682,149,2026-01-28,30769.739999999998,2.0,wire activity with high-risk jurisdiction: XD,0.0003472112539185,0.3283,T3_thirty_day,review,valid,0,cash-intensive business type,30-day largest transaction,7-day value with high-risk jurisdictions,7-day high-risk jurisdiction count
R004-1682-162,R004,1682,162,2026-02-10,9574.09,1.0,wire activity with high-risk jurisdiction: XD,0.0003995353449196,0.3406,T3_thirty_day,review,holdout,0,cash-intensive business type,30-day largest transaction,30-day value with high-risk jurisdictions,share of 30-day credits arriving as cash
R004-1689-21,R004,1689,21,2025-09-22,19795.28,1.0,wire activity with high-risk jurisdiction: XB,0.0115100364835102,0.6699,T2_five_day,review,train,0,occupation or business type money services,cash-intensive business type,30-day largest transaction,share of 30-day credits arriving as cash
R004-1689-73,R004,1689,73,2025-11-13,12724.26,1.0,wire activity with high-risk jurisdiction: XB,0.653644850241773,0.9327,T1_same_day,review,train,0,occupation or business type money services,cash-intensive business type,30-day largest transaction,30-day cash credit volume
R004-1689-96,R004,1689,96,2025-12-06,18305.08,1.0,wire activity with high-risk jurisdiction: XB,0.0651461988411612,0.8063,T2_five_day,review,train,0,occupation or business type money services,cash-intensive business type,30-day largest transaction,share of 30-day credits arriving as cash
R004-1689-107,R004,1689,107,2025-12-17,7775.06,1.0,wire activity with high-risk jurisdiction: XB,0.0466728293506755,0.7846,T2_five_day,review,train,0,occupation or business type money services,cash-intensive business type,30-day largest transaction,share of 30-day credits arriving as cash
R004-1689-116,R004,1689,116,2025-12-26,13291.36,1.0,wire activity with high-risk jurisdiction: XB,0.04481912096758,0.7815,T2_five_day,review,train,0,occupation or business type money services,cash-intensive business type,home province ON,30-day cash credit volume
R004-1689-121,R004,1689,121,2025-12-31,13976.88,1.0,wire activity with high-risk jurisdiction: XB,0.0056804748056803,0.6037,T2_five_day,review,valid,0,occupation or business type money services,cash-intensive business type,home province ON,share of 30-day credits arriving as cash
R004-1689-123,R004,1689,123,2026-01-02,7544.77,1.0,wire activity with high-risk jurisdiction: XB,0.0092292516669306,0.6492,T2_five_day,review,valid,0,occupation or business type money services,cash-intensive business type,home province ON,share of 30-day credits arriving as cash
R004-1689-156,R004,1689,156,2026-02-04,22547.629999999997,2.0,wire activity with high-risk jurisdiction: XB,0.0157903992902867,0.7005,T2_five_day,review,holdout,0,occupation or business type money services,cash-intensive business type,home province ON,share of 30-day credits arriving as cash
R004-1689-157,R004,1689,157,2026-02-05,8388.37,1.0,wire activity with high-risk jurisdiction: XB,0.0027378217038891,0.531,T3_thirty_day,review,holdout,0,occupation or business type money services,cash-intensive business type,home province ON,7-day high-risk jurisdiction count
R004-1689-165,R004,1689,165,2026-02-13,9921.93,1.0,wire activity with high-risk jurisdiction: XB,0.0331841860330654,0.7607,T2_five_day,review,holdout,0,occupation or business type money services,cash-intensive business type,home province ON,share of 30-day credits arriving as cash
R004-1689-169,R004,1689,169,2026-02-17,8043.25,1.0,wire activity with high-risk jurisdiction: XB,0.0030845657614967,0.5422,T3_thirty_day,review,holdout,0,occupation or business type money services,cash-intensive business type,home province ON,share of 30-day credits arriving as cash
R004-1689-174,R004,1689,174,2026-02-22,10123.26,1.0,wire activity with high-risk jurisdiction: XB,0.0015667987959789,0.4733,T3_thirty_day,review,holdout,0,occupation or business type money services,cash-intensive business type,home province ON,30-day high-risk jurisdiction count
R004-1689-176,R004,1689,176,2026-02-24,14829.01,1.0,wire activity with high-risk jurisdiction: XB,0.00273441775863,0.5309,T3_thirty_day,review,holdout,0,occupation or business type money services,cash-intensive business type,30-day value with high-risk jurisdictions,30-day high-risk jurisdiction count
R004-1689-177,R004,1689,177,2026-02-25,6050.84,1.0,wire activity with high-risk jurisdiction: XB,0.0004098271548847,0.3427,T3_thirty_day,review,holdout,0,occupation or business type money services,cash-intensive business type,30-day value with high-risk jurisdictions,30-day high-risk jurisdiction count
R004-1689-178,R004,1689,178,2026-02-26,14569.87,1.0,wire activity with high-risk jurisdiction: XB,0.000108429150052,0.2319,T3_thirty_day,review,holdout,0,occupation or business type money services,30-day value with high-risk jurisdictions,cash-intensive business type,7-day high-risk jurisdiction count
R004-1696-6,R004,1696,6,2025-09-07,6633.19,1.0,wire activity with high-risk jurisdiction: XB,0.0001258606868351,0.2433,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash
R004-1696-31,R004,1696,31,2025-10-02,9680.05,1.0,wire activity with high-risk jurisdiction: XB,0.0789859231270187,0.8194,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,home province ON,kyc risk rating low
R004-1696-37,R004,1696,37,2025-10-08,7017.84,1.0,wire activity with high-risk jurisdiction: XB,0.0049586488004353,0.59,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,home province ON,7-day high-risk jurisdiction count
R004-1696-50,R004,1696,50,2025-10-21,11842.19,1.0,wire activity with high-risk jurisdiction: XB,0.000645553677045,0.3836,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash
R004-1696-54,R004,1696,54,2025-10-25,8737.32,1.0,wire activity with high-risk jurisdiction: XB,0.0001121456615114,0.2346,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash
R004-1696-55,R004,1696,55,2025-10-26,7514.07,1.0,wire activity with high-risk jurisdiction: XB,1.832614223932128e-05,0.1227,T3_thirty_day,deferred,train,0,cash-intensive business type,30-day largest transaction,home province ON,7-day high-risk jurisdiction count
R004-1696-62,R004,1696,62,2025-11-02,13573.88,1.0,wire activity with high-risk jurisdiction: XB,0.001107907053764,0.4377,T3_thirty_day,review,train,0,cash-intensive business type,home province ON,30-day largest transaction,share of 30-day credits arriving as cash
R004-1696-100,R004,1696,100,2025-12-10,20562.1,1.0,wire activity with high-risk jurisdiction: XB,0.0055091438012797,0.6013,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash
R004-1696-117,R004,1696,117,2025-12-27,19800.5,1.0,wire activity with high-risk jurisdiction: XB,0.0027736392862072,0.5323,T3_thirty_day,review,train,0,cash-intensive business type,home province ON,30-day largest transaction,share of 30-day credits arriving as cash
R004-1696-122,R004,1696,122,2026-01-01,13468.12,1.0,wire activity with high-risk jurisdiction: XB,0.0007272947131593,0.3948,T3_thirty_day,review,valid,0,cash-intensive business type,home province ON,30-day largest transaction,share of 30-day credits arriving as cash
R004-1696-148,R004,1696,148,2026-01-27,14199.56,1.0,wire activity with high-risk jurisdiction: XB,0.0033986279628544,0.5507,T3_thirty_day,review,valid,0,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash
R004-1696-176,R004,1696,176,2026-02-24,21663.24,1.0,wire activity with high-risk jurisdiction: XB,0.1172872862115183,0.8448,T2_five_day,review,holdout,0,cash-intensive business type,30-day largest transaction,home province ON,kyc risk rating low
R004-1701-11,R004,1701,11,2025-09-12,11912.73,1.0,wire activity with high-risk jurisdiction: XB,0.0127457523443133,0.6801,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R004-1701-43,R004,1701,43,2025-10-14,8768.53,1.0,wire activity with high-risk jurisdiction: XB,0.0111175698343952,0.6664,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,home province QC,share of 30-day credits arriving as cash
R004-1701-60,R004,1701,60,2025-10-31,20204.96,1.0,wire activity with high-risk jurisdiction: XB,0.0097116367657069,0.6536,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,home province QC,share of 30-day credits arriving as cash
R004-1701-65,R004,1701,65,2025-11-05,14412.63,1.0,wire activity with high-risk jurisdiction: XB,0.0037065802788066,0.5597,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,7-day value with high-risk jurisdictions,share of 30-day credits arriving as cash
R004-1701-119,R004,1701,119,2025-12-29,21376.87,1.0,wire activity with high-risk jurisdiction: XB,0.0171608971996336,0.7084,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,home province QC,share of 30-day credits arriving as cash
R004-1701-164,R004,1701,164,2026-02-12,10455.59,1.0,wire activity with high-risk jurisdiction: XB,0.0129418019950832,0.6819,T2_five_day,review,holdout,0,cash-intensive business type,30-day largest transaction,home province QC,30-day volume vs 90-day run rate
R004-1701-177,R004,1701,177,2026-02-25,9160.61,1.0,wire activity with high-risk jurisdiction: XB,0.0024322501540428,0.5191,T3_thirty_day,review,holdout,0,cash-intensive business type,30-day largest transaction,home province QC,30-day volume vs 90-day run rate
R004-1705-54,R004,1705,54,2025-10-25,46056.07,1.0,wire activity with high-risk jurisdiction: XB,0.3841577870223358,0.9058,T1_same_day,review,train,0,cash-intensive business type,7-day value with high-risk jurisdictions,30-day largest transaction,kyc risk rating low
R004-1705-71,R004,1705,71,2025-11-11,24151.82,1.0,wire activity with high-risk jurisdiction: XC,0.0166352720384095,0.7052,T2_five_day,review,train,0,cash-intensive business type,30-day value with high-risk jurisdictions,share of 30-day credits arriving as cash,30-day debit value
R004-1716-6,R004,1716,6,2025-09-07,12617.05,1.0,wire activity with high-risk jurisdiction: XD,0.0317683384502195,0.7574,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,90-day out-of-hours transaction count,share of 30-day credits arriving as cash
R004-1716-44,R004,1716,44,2025-10-15,12102.43,1.0,wire activity with high-risk jurisdiction: XD,0.0731346601883901,0.8144,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash
R004-1716-45,R004,1716,45,2025-10-16,10000.79,1.0,wire activity with high-risk jurisdiction: XD,0.014592071356966,0.6933,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash
R004-1716-51,R004,1716,51,2025-10-22,20398.58,1.0,wire activity with high-risk jurisdiction: XD,0.0202720061743189,0.7221,T2_five_day,review,train,0,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash
R004-1716-59,R004,1716,59,2025-10-30,18250.43,1.0,wire activity with high-risk jurisdiction: XD,0.0569331350221587,0.797,T2_five_day,review,train,0,cash-intensive business type,home province ON,30-day value with high-risk jurisdictions,share of 30-day credits arriving as cash
R004-1716-74,R004,1716,74,2025-11-14,8204.19,1.0,wire activity with high-risk jurisdiction: XD,0.0038103093404237,0.5627,T3_thirty_day,review,train,0,cash-intensive business type,home province ON,30-day largest transaction,share of 30-day credits arriving as cash
R004-1716-94,R004,1716,94,2025-12-04,29881.04,2.0,wire activity with high-risk jurisdiction: XD,0.0032019210032906,0.5456,T3_thirty_day,review,train,0,cash-intensive business type,30-day largest transaction,home province ON,share of 30-day credits arriving as cash
R004-1716-98,R004,1716,98,2025-12-08,17293.98,1.0,wire activity with high-risk jurisdiction: XD,0.0016469720270405,0.4784,T3_thirty_day,review,train,0,cash-intensive business type,7-day value with high-risk jurisdictions,30-day largest transaction,7-day high-risk jurisdiction count
R004-1716-99,R004,1716,99,2025-12-09,10098.8,1.0,wire activity with high-risk jurisdiction: XD,0.0002461651270271,0.2982,T3_thirty_day,review,train,0,cash-intensive business type,7-day value with high-risk jurisdictions,30-day value with high-risk jurisdictions,7-day high-risk jurisdiction count
